Date,Target
2019-03-09,4470.0
2019-03-10,4051.0
2019-03-11,7123.0
2019-03-12,7263.0
2019-03-13,7682.0
2019-03-14,7612.0
2019-03-15,6984.0
2019-03-16,4609.0
2019-03-17,3282.0
2019-03-18,6285.0
2019-03-19,6495.0
2019-03-20,7123.0
2019-03-21,7752.0
2019-03-22,6704.0
2019-03-23,3841.0
2019-03-24,4330.0
2019-03-25,7333.0
2019-03-26,5796.0
2019-03-27,7403.0
2019-03-28,8311.0
2019-03-29,6425.0
2019-03-30,4400.0
2019-03-31,3771.0
2019-04-01,7263.0
2019-04-02,7961.0
2019-04-03,8031.0
2019-04-04,6634.0
2019-04-05,7053.0
2019-04-06,4051.0
2019-04-07,4330.0
2019-04-08,7123.0
2019-04-09,6774.0
2019-04-10,6984.0
2019-04-11,6634.0
2019-04-12,7472.0
2019-04-13,4749.0
2019-04-14,4330.0
2019-04-15,7123.0
2019-04-16,6146.0
2019-04-17,8101.0
2019-04-18,7123.0
2019-04-19,5168.0
2019-04-20,3562.0
2019-04-21,70.0
2019-04-22,3771.0
2019-04-23,5238.0
2019-04-24,6146.0
2019-04-25,6704.0
2019-04-26,6634.0
2019-04-27,4190.0
2019-04-28,3562.0
2019-04-29,6984.0
2019-04-30,7053.0
2019-05-01,7891.0
2019-05-02,8869.0
2019-05-03,6634.0
2019-05-04,4749.0
2019-05-05,4470.0
2019-05-06,8660.0
2019-05-07,7403.0
2019-05-08,7333.0
2019-05-09,8311.0
2019-05-10,6285.0
2019-05-11,4819.0
2019-05-12,3212.0
2019-05-13,5517.0
2019-05-14,6565.0
2019-05-15,7822.0
2019-05-16,6495.0
2019-05-17,5936.0
2019-05-18,3562.0
2019-05-19,2793.0
2019-05-20,6285.0
2019-05-21,5587.0
2019-05-22,6355.0
2019-05-23,6076.0
2019-05-24,5866.0
2019-05-25,3073.0
2019-05-26,3282.0
2019-05-27,4120.0
2019-05-28,6914.0
2019-05-29,8171.0
2019-05-30,8031.0
2019-05-31,6774.0
2019-06-01,4260.0
2019-06-02,4051.0
2019-06-03,8101.0
2019-06-04,6355.0
2019-06-05,7193.0
2019-06-06,7472.0
2019-06-07,6076.0
2019-06-08,3073.0
2019-06-09,3631.0
2019-06-10,6006.0
2019-06-11,7403.0
2019-06-12,8171.0
2019-06-13,6215.0
2019-06-14,7123.0
2019-06-15,4819.0
2019-06-16,2724.0
2019-06-17,7123.0
2019-06-18,7193.0
2019-06-19,5796.0
2019-06-20,7403.0
2019-06-21,7542.0
2019-06-22,3631.0
2019-06-23,3143.0
2019-06-24,6076.0
2019-06-25,5377.0
2019-06-26,6355.0
2019-06-27,7123.0
2019-06-28,6006.0
2019-06-29,4260.0
2019-06-30,2724.0
2019-07-01,7752.0
2019-07-02,6774.0
2019-07-03,6914.0
2019-07-04,3911.0
2019-07-05,5098.0
2019-07-06,3212.0
2019-07-07,3073.0
2019-07-08,6006.0
2019-07-09,6006.0
2019-07-10,6355.0
2019-07-11,7403.0
2019-07-12,7472.0
2019-07-13,3841.0
2019-07-14,2933.0
2019-07-15,7053.0
2019-07-16,6285.0
2019-07-17,5168.0
2019-07-18,5098.0
2019-07-19,4400.0
2019-07-20,3143.0
2019-07-21,3143.0
2019-07-22,5936.0
2019-07-23,4400.0
2019-07-24,5098.0
2019-07-25,6704.0
2019-07-26,6006.0
2019-07-27,3492.0
2019-07-28,3003.0
2019-07-29,5308.0
2019-07-30,5866.0
2019-07-31,5796.0
2019-08-01,6006.0
2019-08-02,5936.0
2019-08-03,3282.0
2019-08-04,3701.0
2019-08-05,6006.0
2019-08-06,5168.0
2019-08-07,6006.0
2019-08-08,6215.0
2019-08-09,5308.0
2019-08-10,4190.0
2019-08-11,2514.0
2019-08-12,6146.0
2019-08-13,6984.0
2019-08-14,5727.0
2019-08-15,8101.0
2019-08-16,4889.0
2019-08-17,3003.0
2019-08-18,3143.0
2019-08-19,4889.0
2019-08-20,5238.0
2019-08-21,5587.0
2019-08-22,6774.0
2019-08-23,5796.0
2019-08-24,3631.0
2019-08-25,2514.0
2019-08-26,6565.0
2019-08-27,5517.0
2019-08-28,6076.0
2019-08-29,6215.0
2019-08-30,4958.0
2019-08-31,3003.0
2019-09-01,2305.0
2019-09-02,4749.0
2019-09-03,7612.0
2019-09-04,6984.0
2019-09-05,6495.0
2019-09-06,7263.0
2019-09-07,3841.0
2019-09-08,2933.0
2019-09-09,6285.0
2019-09-10,4819.0
2019-09-11,4400.0
2019-09-12,6285.0
2019-09-13,5866.0
2019-09-14,3422.0
2019-09-15,2863.0
2019-09-16,6565.0
2019-09-17,5308.0
2019-09-18,5447.0
2019-09-19,5936.0
2019-09-20,5866.0
2019-09-21,3492.0
2019-09-22,2863.0
2019-09-23,5727.0
2019-09-24,5727.0
2019-09-25,5936.0
2019-09-26,6146.0
2019-09-27,5796.0
2019-09-28,4190.0
2019-09-29,2793.0
2019-09-30,5936.0
2019-10-01,6495.0
2019-10-02,5447.0
2019-10-03,6565.0
2019-10-04,4819.0
2019-10-05,3282.0
2019-10-06,3631.0
2019-10-07,6215.0
2019-10-08,5727.0
2019-10-09,5936.0
2019-10-10,6495.0
2019-10-11,6006.0
2019-10-12,3143.0
2019-10-13,2654.0
2019-10-14,5308.0
2019-10-15,5308.0
2019-10-16,5098.0
2019-10-17,6844.0
2019-10-18,5866.0
2019-10-19,3422.0
2019-10-20,2444.0
2019-10-21,6565.0
2019-10-22,4679.0
2019-10-23,6425.0
2019-10-24,6704.0
2019-10-25,4889.0
2019-10-26,3771.0
2019-10-27,2863.0
2019-10-28,5796.0
2019-10-29,5168.0
2019-10-30,4679.0
2019-10-31,5028.0
2019-11-01,5866.0
2019-11-02,3562.0
2019-11-03,2863.0
2019-11-04,5657.0
2019-11-05,5796.0
2019-11-06,6425.0
2019-11-07,5936.0
2019-11-08,6774.0
2019-11-09,3492.0
2019-11-10,2793.0
2019-11-11,5308.0
2019-11-12,6565.0
2019-11-13,9917.0
2019-11-14,6914.0
2019-11-15,5377.0
2019-11-16,3981.0
2019-11-17,3212.0
2019-11-18,6355.0
2019-11-19,5308.0
2019-11-20,5866.0
2019-11-21,6146.0
2019-11-22,5796.0
2019-11-23,3911.0
2019-11-24,3422.0
2019-11-25,7472.0
2019-11-26,6425.0
2019-11-27,6495.0
2019-11-28,3212.0
2019-11-29,5098.0
2019-11-30,5308.0
2019-12-01,3701.0
2019-12-02,8520.0
2019-12-03,6634.0
2019-12-04,7053.0
2019-12-05,6146.0
2019-12-06,5866.0
2019-12-07,4679.0
2019-12-08,3422.0
2019-12-09,5936.0
2019-12-10,5028.0
2019-12-11,6076.0
2019-12-12,6285.0
2019-12-13,4679.0
2019-12-14,4470.0
2019-12-15,3492.0
2019-12-16,7263.0
2019-12-17,6704.0
2019-12-18,6704.0
2019-12-19,8311.0
2019-12-20,7822.0
2019-12-21,5028.0
2019-12-22,3282.0
2019-12-23,6984.0
2019-12-24,4330.0
2019-12-25,3282.0
2019-12-26,6634.0
2019-12-27,6285.0
2019-12-28,4889.0
2019-12-29,3562.0
2019-12-30,6704.0
2019-12-31,5377.0
2020-01-01,4400.0
2020-01-02,8520.0
2020-01-03,6215.0
2020-01-04,4330.0
2020-01-05,2724.0
2020-01-06,6844.0
2020-01-07,6774.0
2020-01-08,6844.0
2020-01-09,7403.0
2020-01-10,6634.0
2020-01-11,4051.0
2020-01-12,3701.0
2020-01-13,6565.0
2020-01-14,6006.0
2020-01-15,7822.0
2020-01-16,8241.0
2020-01-17,6285.0
2020-01-18,3911.0
2020-01-19,3562.0
2020-01-20,6285.0
2020-01-21,7472.0
2020-01-22,6146.0
2020-01-23,6844.0
2020-01-24,5587.0
2020-01-25,3492.0
2020-01-26,3701.0
2020-01-27,8171.0
2020-01-28,7193.0
2020-01-29,8031.0
2020-01-30,6984.0
2020-01-31,6425.0
2020-02-01,4470.0
2020-02-02,3352.0
2020-02-03,8380.0
2020-02-04,8171.0
2020-02-05,8031.0
2020-02-06,6984.0
2020-02-07,6984.0
2020-02-08,4819.0
2020-02-09,4120.0
2020-02-10,8101.0
2020-02-11,5238.0
2020-02-12,7193.0
2020-02-13,7263.0
2020-02-14,7333.0
2020-02-15,4400.0
2020-02-16,4470.0
2020-02-17,6146.0
2020-02-18,7053.0
2020-02-19,8660.0
2020-02-20,4400.0
2020-02-21,7752.0
2020-02-22,4120.0
2020-02-23,4609.0
2020-02-24,7542.0
2020-02-25,7682.0
2020-02-26,7123.0
2020-02-27,7403.0
2020-02-28,6914.0
2020-02-29,4470.0
2020-03-01,4749.0
2020-03-02,8241.0
2020-03-03,7263.0
2020-03-04,8031.0
2020-03-05,8590.0
2020-03-06,7612.0
2020-03-07,5447.0
2020-03-08,3073.0
2020-03-09,8241.0
2020-03-10,5796.0
2020-03-11,6984.0
2020-03-12,8101.0
2020-03-13,5657.0
2020-03-14,3562.0
2020-03-15,3911.0
2020-03-16,8380.0
2020-03-17,6565.0
2020-03-18,7891.0
2020-03-19,8311.0
2020-03-20,7403.0
2020-03-21,5587.0
2020-03-22,4400.0
2020-03-23,8380.0
2020-03-24,7822.0
2020-03-25,7961.0
2020-03-26,9917.0
2020-03-27,8380.0
2020-03-28,6495.0
2020-03-29,4260.0
2020-03-30,10196.0
2020-03-31,10266.0
2020-04-01,9707.0
2020-04-02,10056.0
2020-04-03,9707.0
2020-04-04,6215.0
2020-04-05,4400.0
2020-04-06,8869.0
2020-04-07,8171.0
2020-04-08,7682.0
2020-04-09,9358.0
2020-04-10,7822.0
2020-04-11,5098.0
2020-04-12,3841.0
2020-04-13,33172.0
2020-04-14,16202.0
2020-04-15,18995.0
2020-04-16,12571.0
2020-04-17,10755.0
2020-04-18,6355.0
2020-04-19,5098.0
2020-04-20,10336.0
2020-04-21,9009.0
2020-04-22,9149.0
2020-04-23,8869.0
2020-04-24,8869.0
2020-04-25,5238.0
2020-04-26,3492.0
2020-04-27,9637.0
2020-04-28,8799.0
2020-04-29,7542.0
2020-04-30,9358.0
2020-05-01,8939.0
2020-05-02,6425.0
2020-05-03,3631.0
2020-05-04,9218.0
2020-05-05,8171.0
2020-05-06,7961.0
2020-05-07,7333.0
2020-05-08,8660.0
2020-05-09,4889.0
2020-05-10,2863.0
2020-05-11,9218.0
2020-05-12,8799.0
2020-05-13,9358.0
2020-05-14,9917.0
2020-05-15,8380.0
2020-05-16,5517.0
2020-05-17,4609.0
2020-05-18,8031.0
2020-05-19,8241.0
2020-05-20,7123.0
2020-05-21,7472.0
2020-05-22,7053.0
2020-05-23,4819.0
2020-05-24,3981.0
2020-05-25,5098.0
2020-05-26,9987.0
2020-05-27,7752.0
2020-05-28,8241.0
2020-05-29,9358.0
2020-05-30,5587.0
2020-05-31,4051.0
2020-06-01,9428.0
2020-06-02,8241.0
2020-06-03,8171.0
2020-06-04,7612.0
2020-06-05,7822.0
2020-06-06,3911.0
2020-06-07,3631.0
2020-06-08,8730.0
2020-06-09,7682.0
2020-06-10,6634.0
2020-06-11,8031.0
2020-06-12,7752.0
2020-06-13,4958.0
2020-06-14,3492.0
2020-06-15,7612.0
2020-06-16,6215.0
2020-06-17,6355.0
2020-06-18,6704.0
2020-06-19,7053.0
2020-06-20,4539.0
2020-06-21,4260.0
2020-06-22,7053.0
2020-06-23,8520.0
2020-06-24,7961.0
2020-06-25,6774.0
2020-06-26,6006.0
2020-06-27,4400.0
2020-06-28,4051.0
2020-06-29,6704.0
2020-06-30,8241.0
2020-07-01,6285.0
2020-07-02,7472.0
2020-07-03,4819.0
2020-07-04,3701.0
2020-07-05,4190.0
2020-07-06,7682.0
2020-07-07,8311.0
2020-07-08,8450.0
2020-07-09,9079.0
2020-07-10,8031.0
2020-07-11,4958.0
2020-07-12,4609.0
2020-07-13,7891.0
2020-07-14,7961.0
2020-07-15,7961.0
2020-07-16,7891.0
2020-07-17,7263.0
2020-07-18,4819.0
2020-07-19,3701.0
2020-07-20,6704.0
2020-07-21,7682.0
2020-07-22,7403.0
2020-07-23,6425.0
2020-07-24,6984.0
2020-07-25,5028.0
2020-07-26,4120.0
2020-07-27,7752.0
2020-07-28,8869.0
2020-07-29,8380.0
2020-07-30,8171.0
2020-07-31,7403.0
2020-08-01,5308.0
2020-08-02,4470.0
2020-08-03,8520.0
2020-08-04,8101.0
2020-08-05,7612.0
2020-08-06,7752.0
2020-08-07,6565.0
2020-08-08,4260.0
2020-08-09,3352.0
2020-08-10,7403.0
2020-08-11,7542.0
2020-08-12,8520.0
2020-08-13,8171.0
2020-08-14,6495.0
2020-08-15,4470.0
2020-08-16,3631.0
2020-08-17,8241.0
2020-08-18,6355.0
2020-08-19,6355.0
2020-08-20,6285.0
2020-08-21,6774.0
2020-08-22,4260.0
2020-08-23,3841.0
2020-08-24,7472.0
2020-08-25,7542.0
2020-08-26,6565.0
2020-08-27,7961.0
2020-08-28,6565.0
2020-08-29,3771.0
2020-08-30,4400.0
2020-08-31,8311.0
2020-09-01,9428.0
2020-09-02,7053.0
2020-09-03,7333.0
2020-09-04,5936.0
2020-09-05,4190.0
2020-09-06,3212.0
2020-09-07,3631.0
2020-09-08,7472.0
2020-09-09,6215.0
2020-09-10,6355.0
2020-09-11,6425.0
2020-09-12,3422.0
2020-09-13,2933.0
2020-09-14,6355.0
2020-09-15,6215.0
2020-09-16,6425.0
2020-09-17,7333.0
2020-09-18,5377.0
2020-09-19,3911.0
2020-09-20,2584.0
2020-09-21,5727.0
2020-09-22,4330.0
2020-09-23,5308.0
2020-09-24,6146.0
2020-09-25,4051.0
2020-09-26,3212.0
2020-09-27,3771.0
2020-09-28,7333.0
2020-09-29,7263.0
2020-09-30,6984.0
2020-10-01,5587.0
2020-10-02,6215.0
2020-10-03,3282.0
2020-10-04,3841.0
2020-10-05,6215.0
2020-10-06,6146.0
2020-10-07,6076.0
2020-10-08,7123.0
2020-10-09,5377.0
2020-10-10,3771.0
2020-10-11,3212.0
2020-10-12,5517.0
2020-10-13,6774.0
2020-10-14,6844.0
2020-10-15,7961.0
2020-10-16,7123.0
2020-10-17,4330.0
2020-10-18,3631.0
2020-10-19,6146.0
2020-10-20,4609.0
2020-10-21,5238.0
2020-10-22,5308.0
2020-10-23,5447.0
2020-10-24,2933.0
2020-10-25,2863.0
2020-10-26,6285.0
2020-10-27,5308.0
2020-10-28,5098.0
2020-10-29,5936.0
2020-10-30,5587.0
2020-10-31,3352.0
2020-11-01,3841.0
2020-11-02,6634.0
2020-11-03,5727.0
2020-11-04,5587.0
2020-11-05,5936.0
2020-11-06,4609.0
2020-11-07,3143.0
2020-11-08,2654.0
2020-11-09,5587.0
2020-11-10,5028.0
2020-11-11,6006.0
2020-11-12,12990.0
2020-11-13,6215.0
2020-11-14,5587.0
2020-11-15,3282.0
2020-11-16,6215.0
2020-11-17,5796.0
2020-11-18,5168.0
2020-11-19,6146.0
2020-11-20,6006.0
2020-11-21,4260.0
2020-11-22,3492.0
2020-11-23,7333.0
2020-11-24,5936.0
2020-11-25,5727.0
2020-11-26,3003.0
2020-11-27,5168.0
2020-11-28,5098.0
2020-11-29,3981.0
2020-11-30,6774.0
2020-12-01,9288.0
2020-12-02,7123.0
2020-12-03,7752.0
2020-12-04,6774.0
2020-12-05,3422.0
2020-12-06,3212.0
2020-12-07,7472.0
2020-12-08,6565.0
2020-12-09,5447.0
2020-12-10,6914.0
2020-12-11,6704.0
2020-12-12,4958.0
2020-12-13,3562.0
2020-12-14,6215.0
2020-12-15,7333.0
2020-12-16,7542.0
2020-12-17,6774.0
2020-12-18,6006.0
2020-12-19,4190.0
2020-12-20,2863.0
2020-12-21,6076.0
2020-12-22,6006.0
2020-12-23,6634.0
2020-12-24,3352.0
2020-12-25,2235.0
2020-12-26,3422.0
2020-12-27,2863.0
2020-12-28,5727.0
2020-12-29,7123.0
2020-12-30,17250.0
2020-12-31,8311.0
